"ID","Symbol","MeanExpression","Metagene","Module","Chromosome","Description"
"Vitvi00g01792","",1.29277566938718,"9 x 18",""," ",""
"Vitvi10g02322","Vitvi10g02322",1.2922338568048,"9 x 18","","10 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi13g01625","",1.65293460856199,"9 x 18",""," ",""
"Vitvi19g01961","",0.648665963615927,"9 x 18",""," ",""
"Vitvi03g00241","Vitvi03g00241",2.78022743294635,"10 x 18","","3 ",""
"Vitvi06g01781","Vitvi06g01781",1.50411610429904,"10 x 18","","6 ",""
"Vitvi06g01337","",0.71473825463408,"10 x 18",""," ",""
"Vitvi06g01339","",1.80964992716552,"10 x 18",""," ",""
"Vitvi14g00500","Vitvi14g00500",0.70762925243428,"10 x 18","","14 ","Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription."
"Vitvi00g01549","",1.81225309540646,"11 x 18",""," ",""
"Vitvi07g03006","",1.81181646363951,"11 x 18",""," ",""
"Vitvi00g02168","",0.959121755414821,"11 x 18",""," ",""
"Vitvi10g02391","",0.958229692460813,"11 x 18",""," ",""
"Vitvi07g00921","Vitvi07g00921",2.37519540620739,"11 x 18","","7 ","Binding to a protein."
"Vitvi08g02043","",0.611968156986389,"11 x 18",""," ",""
"Vitvi11g00953","Vitvi11g00953",1.38946084974847,"11 x 18","","11 ","The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."
"Vitvi12g02307","Vitvi12g02307",1.15504838216181,"11 x 18","","12 ","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"Vitvi13g02264","",1.22076667865119,"11 x 18",""," ",""
"Vitvi16g01548","",3.64484249561369,"11 x 18",""," ",""
"Vitvi17g01348","",2.68089741993632,"11 x 18",""," ",""
"Vitvi18g03148","",0.500430688942953,"11 x 18",""," ",""
"Vitvi18g01766","Vitvi18g01766",1.80455208610665,"11 x 18","","18 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi00g00239","",1.50238176463969,"12 x 18",""," ",""
"Vitvi18g03382","",1.50199732654622,"12 x 18",""," ",""
"Vitvi00g00247","",0.782073409909768,"12 x 18",""," ",""
"Vitvi18g03373","",0.781430913310435,"12 x 18",""," ",""
"Vitvi10g00245","Vitvi10g00245",2.99898998607988,"12 x 18","","10 ","Binding to a metal ion."
"Vitvi04g00352","Vitvi04g00352",0.797504437318932,"12 x 18","","4 ",""
"Vitvi04g01606","",4.60860805858917,"12 x 18",""," ",""
"Vitvi04g02226","Vitvi04g02226",1.00769972469728,"12 x 18","","4 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi04g01968","",2.4296915861525,"12 x 18",""," ",""
"Vitvi05g01157","",1.21922371722,"12 x 18",""," ",""
"Vitvi05g01265","Vitvi05g01265",2.84908258903121,"12 x 18","","5 ","The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"Vitvi06g01585","",0.68172582557759,"12 x 18",""," ",""
"Vitvi06g00477","Vitvi06g00477",1.21811705543943,"12 x 18","","6 ","A small RNA-based gene silencing process in which small interfering RNAs (siRNAs) guide DNA methylation to the siRNA-generating genomic loci and other loci that are homologous to the siRNAs for de novo DNA methylation. This results in a heterochromatin assembly, a chromatin conformation that is refractory to transcription. In general this process consists of three phases: biogenesis of siRNAs, scaffold RNA production, and the formation of the guiding complex that recruits de novo DNA methyltransferases to the target loci. Transposable elements are silenced by this mechanism."
"Vitvi06g00810","Vitvi06g00810",2.6382174248061,"12 x 18","","6 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi07g02022","Vitvi07g02022",3.00173656665148,"12 x 18","","7 ",""
"Vitvi08g02056","Vitvi08g02056",2.66705345802099,"12 x 18","","8 ",""
"Vitvi10g01905","",0.604798023773653,"12 x 18",""," ",""
"Vitvi13g01298","Vitvi13g01298",1.98872535731657,"12 x 18","","13 ","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP."
"Vitvi13g00807","Vitvi13g00807",1.75587903116831,"12 x 18","","13 ","Binding to a protein."
"Vitvi16g00461","Vitvi16g00461",0.797706554589183,"12 x 18","","16 ","Binding to a protein."
"Vitvi18g03087","Vitvi18g03087",1.39814846277773,"12 x 18","","18 ",""
"Vitvi18g02095","",0.661658261634302,"12 x 18",""," ",""
"Vitvi18g02150","",0.957426335132091,"12 x 18",""," ",""
"Vitvi18g03220","",0.411699759405242,"12 x 18",""," ",""
"Vitvi18g03221","",0.808686884226777,"12 x 18",""," ",""
"Vitvi00g02106","",2.07642796596778,"13 x 18",""," ",""
"Vitvi01g00264","Vitvi01g00264",1.13581423226208,"13 x 18","","1 ","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."
"Vitvi01g00916","Vitvi01g00916",3.47962263547875,"13 x 18","","1 ","Binding to a nucleic acid."
"Vitvi01g02136","",2.82163895548399,"13 x 18",""," ",""
"Vitvi02g00097","Vitvi02g00097",0.890711941542472,"13 x 18","","2 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi05g02184","Vitvi05g02184",3.4719653772406,"13 x 18","","5 ",""
"Vitvi09g00994","Vitvi09g00994",2.54423318613819,"13 x 18","","9 ","The action of a molecule that contributes to the structural integrity of the ribosome."
"Vitvi14g01517","Vitvi14g01517",3.2561286106059,"13 x 18","","14 ","Binding to an amino acid, organic acids containing one or more amino substituents."
"Vitvi00g01808","",3.34274368045323,"14 x 18",""," ",""
"Vitvi10g02346","Vitvi10g02346",3.34254310899878,"14 x 18","","10 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi04g00055","Vitvi04g00055",4.25274741270753,"14 x 18","","4 ","Binding to a zinc ion (Zn)."
"Vitvi04g00182","Vitvi04g00182",2.7577384147783,"14 x 18","","4 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi16g00084","Vitvi16g00084",2.30011263125969,"14 x 18","","16 ","Binding to a metal ion."
"Vitvi01g00676","Vitvi01g00676",2.6636996932853,"15 x 18","","1 ",""
"Vitvi08g01499","Vitvi08g01499",5.70435033639897,"15 x 18","","8 ","A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
"Vitvi09g00117","Vitvi09g00117",2.91425330053217,"15 x 18","","9 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi09g00159","Vitvi09g00159",0.721234684902101,"15 x 18","","9 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g00492","Vitvi10g00492",3.99486088522418,"15 x 18","","10 ",""
"Vitvi13g00310","Vitvi13g00310",4.7298657543757,"15 x 18","","13 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi15g00877","Vitvi15g00877",4.05594290832159,"15 x 18","","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi16g00046","Vitvi16g00046",3.45706108773016,"15 x 18","","16 ","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."
"Vitvi17g00050","Vitvi17g00050",2.4936977005935,"15 x 18","","17 ","Binding to a protein."
"Vitvi17g00279","Vitvi17g00279",3.44842483858667,"15 x 18","","17 ","Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."
"Vitvi18g00126","",4.12348016587249,"15 x 18",""," ",""
"Vitvi02g00723","Vitvi02g00723",4.180183774902,"16 x 18","","2 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi07g00402","Vitvi07g00402",4.29769047466893,"16 x 18","","7 ","The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."
"Vitvi07g00801","Vitvi07g00801",4.11886950953087,"16 x 18","","7 ",""
"Vitvi10g00607","Vitvi10g00607",2.9467638338629,"16 x 18","","10 ","Binding to a zinc ion (Zn)."
"Vitvi12g00620","Vitvi12g00620",4.42431702271946,"16 x 18","","12 ",""
"Vitvi14g03099","Vitvi14g03099",3.96823597602766,"16 x 18","","14 ","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP."
"Vitvi17g00017","Vitvi17g00017",3.55618339262722,"16 x 18","","17 ","The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."
"Vitvi18g01136","Vitvi18g01136",4.5692454226259,"16 x 18","","18 ","Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues."
"Vitvi01g00104","Vitvi01g00104",1.29266066232206,"17 x 18","","1 ","Catalysis of the random hydrolysis of (1->4)-alpha-D-galactosiduronic linkages in pectate and other galacturonans."
"Vitvi01g00860","Vitvi01g00860",3.99248058587102,"17 x 18","","1 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi08g00203","Vitvi08g00203",3.45158150525095,"17 x 18","","8 ","Binding to a protein."
"Vitvi10g00591","Vitvi10g00591",5.6795735645396,"17 x 18","","10 ","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"Vitvi13g00174","",2.12992630906986,"17 x 18",""," ",""
"Vitvi13g00188","Vitvi13g00188",4.27984356820694,"17 x 18","","13 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi13g00215","Vitvi13g00215",3.55779552078038,"17 x 18","","13 ","Binding to a protein."
"Vitvi15g00935","Vitvi15g00935",4.40372474928806,"17 x 18","","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi15g01196","Vitvi15g01196",2.72500320795647,"17 x 18","","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi16g02088","Vitvi16g02088",2.88535245824132,"17 x 18","","16 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi18g01637","Vitvi18g01637",0.756137670386792,"17 x 18","","18 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi19g00561","Vitvi19g00561",4.11638182546456,"17 x 18","","19 ","Binding to a calcium ion (Ca2+)."
"Vitvi00g01048","",1.8921542009788,"18 x 18",""," ",""
"Vitvi08g00639","Vitvi08g00639",4.59861884816862,"18 x 18","","8 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi09g01742","",0.691036831068279,"18 x 18",""," ",""
"Vitvi12g00556","Vitvi12g00556",4.70146881933283,"18 x 18","","12 ","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"Vitvi14g01520","Vitvi14g01520",4.65695961377216,"18 x 18","","14 ","Enables the transfer of oligopeptides from one side of a membrane to the other. Oligopeptides are molecules that contain a small number (2 to 20) of amino-acid residues connected by peptide linkages."
"Vitvi14g02965","Vitvi14g02965",1.46321022374394,"18 x 18","","14 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi14g00235","Vitvi14g00235",3.57485109637265,"18 x 18","","14 ","Binding to a protein."
"Vitvi17g01084","Vitvi17g01084",3.74565259616007,"18 x 18","","17 ","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"Vitvi18g01219","Vitvi18g01219",2.4534556980118,"18 x 18","","18 ","The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."
"Vitvi00g01095","",3.38124073230112,"19 x 18",""," ",""
"Vitvi07g03128","",3.3810458223825,"19 x 18",""," ",""
"Vitvi04g00583","Vitvi04g00583",3.05350626062965,"19 x 18","","4 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi04g01738","Vitvi04g01738",3.43761833575649,"19 x 18","","4 ","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"Vitvi05g01796","",2.62401262175968,"19 x 18",""," ",""
"Vitvi05g01481","Vitvi05g01481",3.9691364520804,"19 x 18","","5 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi06g01773","Vitvi06g01773",3.65998712193742,"19 x 18","","6 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi07g01688","Vitvi07g01688",3.7048195543533,"19 x 18","","7 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi08g00955","Vitvi08g00955",2.50123866664333,"19 x 18","","8 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi10g00915","Vitvi10g00915",3.26038893938914,"19 x 18","","10 ","Binding to a nucleic acid."
"Vitvi13g01214","",0.939045931160969,"19 x 18",""," ",""
"Vitvi14g01026","Vitvi14g01026",5.01307138825288,"19 x 18","","14 ","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"Vitvi07g01060","Vitvi07g01060",3.47954616267471,"20 x 18","","7 ","Binding to a protein."
"Vitvi00g01692","",0.969112550176133,"20 x 18",""," ",""
"Vitvi13g02589","Vitvi13g02589",0.968752102030042,"20 x 18","","13 ","Binding to a calcium ion (Ca2+)."
"Vitvi07g01581","Vitvi07g01581",3.10469687663561,"20 x 18","","7 ","Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages."
"Vitvi07g01593","Vitvi07g01593",4.4665987757017,"20 x 18","","7 ","The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."
"Vitvi08g01779","Vitvi08g01779",2.6423862721733,"20 x 18","","8 ","Binding to a protein."
"Vitvi14g03095","Vitvi14g03095",1.81200645182214,"20 x 18","","14 ","Binding to a protein."
"Vitvi14g01636","Vitvi14g01636",3.34651486951147,"20 x 18","","14 ","Binding to a metal ion."
"Vitvi18g01719","Vitvi18g01719",3.01864960192155,"20 x 18","","18 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g00193","",3.43558083523669,"21 x 18",""," ",""
"Vitvi01g01577","Vitvi01g01577",5.27061620873432,"21 x 18","","1 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi04g00616","Vitvi04g00616",3.1293813620864,"21 x 18","","4 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi05g00206","Vitvi05g00206",3.28276867230702,"21 x 18","","5 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi05g00136","Vitvi05g00136",0.782668025032566,"21 x 18","","5 ","Catalysis of the hydrolysis of any ester bond."
"Vitvi07g00339","Vitvi07g00339",2.80930632737992,"21 x 18","","7 ","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"Vitvi07g00623","Vitvi07g00623",3.82271282327853,"21 x 18","","7 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi07g02286","Vitvi07g02286",2.15504578141054,"21 x 18","","7 ","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"Vitvi10g00824","",2.37758892800932,"21 x 18",""," ",""
"Vitvi14g00418","Vitvi14g00418",4.14048322735453,"21 x 18","","14 ","A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core."
"Vitvi14g00430","Vitvi14g00430",4.52267862620033,"21 x 18","","14 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi16g00147","Vitvi16g00147",4.35972034010865,"21 x 18","","16 ","The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."
"Vitvi18g00766","Vitvi18g00766",0.93839302046261,"21 x 18","","18 ","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"Vitvi01g00155","Vitvi01g00155",4.91836902558368,"22 x 18","","1 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi04g00860","Vitvi04g00860",5.29033807669942,"22 x 18","","4 ","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi06g00535","Vitvi06g00535",4.1067258119299,"22 x 18","","6 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi09g00020","Vitvi09g00020",4.51746648706531,"22 x 18","","9 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi11g00219","Vitvi11g00219",3.95136468463051,"22 x 18","","11 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi12g01963","Vitvi12g01963",3.37393196729302,"22 x 18","","12 ","The conversion of a cytosine residue to uridine in an RNA molecule by deamination."
"Vitvi13g02518","Vitvi13g02518",2.69210596249255,"22 x 18","","14 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi02g00734","Vitvi02g00734",1.35967930411598,"23 x 18","","2 ","The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."
"Vitvi02g00441","Vitvi02g00441",2.46527151171275,"23 x 18","","2 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g01754","Vitvi06g01754",3.91064662780628,"23 x 18","","6 ","Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."
"Vitvi08g01421","Vitvi08g01421",3.52546776462297,"23 x 18","","8 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g01721","Vitvi08g01721",1.42607494466768,"23 x 18","","8 ","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"Vitvi12g02124","Vitvi12g02124",3.25166974130679,"23 x 18","","12 ","The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."
"Vitvi13g00135","Vitvi13g00135",2.24526560370928,"23 x 18","","13 ",""
"Vitvi14g00079","Vitvi14g00079",2.67740739825037,"23 x 18","","14 ",""
"Vitvi14g02042","Vitvi14g02042",4.78538324419894,"23 x 18","","14 ","Binding to a metal ion."
"Vitvi16g00012","Vitvi16g00012",2.54061708196923,"23 x 18","","16 ",""
"Vitvi19g00376","Vitvi19g00376",2.7345052345356,"23 x 18","","19 ","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi19g00721","Vitvi19g00721",3.95070855915792,"23 x 18","","19 ","A transmembrane protein complex located in the endoplasmic reticulum (ER) involved in the insertion of newly synthesized proteins in the membrane of the ER. In S. cerevisiae, it has six members: EMC1, EMC2, AIM27, EMC4, KRE27, and EMC6."
"Vitvi12g00001","Vitvi12g00001",3.64543741649673,"24 x 18","","12 ","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."
"Vitvi16g02086","",3.25914966404074,"24 x 18",""," ",""
"Vitvi16g01001","Vitvi16g01001",1.14259043512264,"24 x 18","","16 ","The cell cycle process in which the sister chromatids of a replicated chromosome are joined along the entire length of the chromosome, from their formation in S phase through metaphase during a mitotic cell cycle. This cohesion cycle is critical for high fidelity chromosome transmission."
"Vitvi17g00506","Vitvi17g00506",2.38424303160984,"24 x 18","","17 ","Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"Vitvi01g00082","Vitvi01g00082",3.07458194181221,"25 x 18","","1 ",""
"Vitvi01g00488","Vitvi01g00488",3.89715174190191,"25 x 18","","1 ","A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined."
"Vitvi05g01822","",3.74964660762462,"25 x 18",""," ",""
"Vitvi11g00973","",1.03815009706327,"25 x 18",""," ",""
"Vitvi11g01133","Vitvi11g01133",2.74291573230565,"25 x 18","","11 ",""
"Vitvi14g01349","Vitvi14g01349",3.47336691056676,"25 x 18","","14 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi15g00477","Vitvi15g00477",2.33380638637797,"25 x 18","","15 ","Binding to GTP, guanosine triphosphate."
"Vitvi17g01204","Vitvi17g01204",3.1924134774677,"25 x 18","","17 ","Binding to a protein."
"Vitvi01g00414","Vitvi01g00414",2.92961926121631,"26 x 18","","1 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi01g02067","Vitvi01g02067",3.56406788195796,"26 x 18","","1 ","The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."
"Vitvi02g01267","Vitvi02g01267",3.28143651220864,"26 x 18","","2 ","Binding to messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns."
"Vitvi04g00278","Vitvi04g00278",2.58509463441125,"26 x 18","","4 ","The process in which a methyl group is covalently attached to a molecule."
"Vitvi04g00463","Vitvi04g00463",3.16992313626504,"26 x 18","","4 ","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi08g02357","Vitvi08g02357",1.29084409386253,"26 x 18","","8 ","The cell membranes and intracellular regions in a plant are connected through plasmodesmata, and plants may be described as having two major compartments: the living symplast and the non-living apoplast. The apoplast is external to the plasma membrane and includes cell walls, intercellular spaces and the lumen of dead structures such as xylem vessels. Water and solutes pass freely through it."
"Vitvi09g00044","Vitvi09g00044",3.26658857297135,"26 x 18","","9 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi12g01830","",2.62241211934506,"26 x 18",""," ",""
"Vitvi14g01989","Vitvi14g01989",2.57670386459879,"26 x 18","","14 ","The action of a molecule that contributes to the structural integrity of the ribosome."
"Vitvi16g00299","Vitvi16g00299",3.03587708475569,"26 x 18","","16 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi17g00268","Vitvi17g00268",2.58068911728944,"26 x 18","","17 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi01g01539","Vitvi01g01539",1.51928193591903,"27 x 18","","1 ","Binding to a protein."
"Vitvi13g02197","",2.92957489325053,"27 x 18",""," ",""
"Vitvi16g01514","Vitvi16g01514",4.58312676403187,"27 x 18","","16 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi04g01785","",2.77755830531252,"28 x 18",""," ",""
"Vitvi11g00809","Vitvi11g00809",1.4721987364439,"28 x 18","","11 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi16g00077","Vitvi16g00077",3.860126774455,"29 x 18","","16 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi18g02152","Vitvi18g02152",4.13933674085099,"29 x 18","","18 ","The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana."
